mal_id	rank	title	url	start_date	members	score	source	duration	rating	favorites	rating_count	studio	popularity	global_rank	genres
10218	198	Berserk: Ougon Jidai-hen I - Haou no Tamago	https://myanimelist.net/anime/10218/Berserk__Ougon_Jidai-hen_I_-_Haou_no_Tamago	02-2012	137737	7.81	Manga	1 hr 16 min	R+ - Mild Nudity	672	89010	Studio 4°C	834	829	Action,Military,Adventure,Demons,Supernatural,Fantasy,Seinen
2761	199	Densetsu Kyojin Ideon: Hatsudou-hen	https://myanimelist.net/anime/2761/Densetsu_Kyojin_Ideon__Hatsudou-hen	07-1982	5409	7.81	Original	1 hr 38 min	R+ - Mild Nudity	89	1996	Sunrise	5658	834	Drama,Mecha,Sci-Fi,Space
317	200	Final Fantasy VII: Advent Children	https://myanimelist.net/anime/317/Final_Fantasy_VII__Advent_Children	09-2005	176788	7.81	Game	1 hr 41 min	PG-13 - Teens 13 or older	1166	122365	Square Enix	630	835	Action,Super Power,Fantasy
1379	201	Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.	https://myanimelist.net/anime/1379/Kino_no_Tabi__The_Beautiful_World_-_Nanika_wo_Suru_Tame_ni_-_Life_Goes_On	02-2005	41238	7.81	Light novel	29 min	R - 17+ (violence & profanity)	46	19237	A.C.G.T.	2190	837	Adventure,Drama,Fantasy
34544	202	Koutetsujou no Kabaneri Movie 3: Unato Kessen	https://myanimelist.net/anime/34544/Koutetsujou_no_Kabaneri_Movie_3__Unato_Kessen	05-2019	49523	7.81	Original	1 hr 22 min	R - 17+ (violence & profanity)	143	17724	Wit Studio	1952	838	Action,Horror,Supernatural,Drama,Fantasy
1921	203	Urusei Yatsura Movie 2: Beautiful Dreamer	https://myanimelist.net/anime/1921/Urusei_Yatsura_Movie_2__Beautiful_Dreamer	02-1984	10602	7.81	Manga	1 hr 35 min	PG-13 - Teens 13 or older	156	4772	Studio Pierrot	4290	844	Action,Adventure,Comedy,Romance,Drama,Sci-Fi
35798	204	Detective Conan Movie 22: Zero The Enforcer	https://myanimelist.net/anime/35798/Detective_Conan_Movie_22__Zero_The_Enforcer	04-2018	11896	7.8	Manga	1 hr 50 min	PG-13 - Teens 13 or older	47	5428	TMS Entertainment	4088	847	Action,Drama,Mystery,Police
32551	205	Digimon Adventure tri. 3: Kokuhaku	https://myanimelist.net/anime/32551/Digimon_Adventure_tri_3__Kokuhaku	09-2016	51735	7.8	Original	1 hr 45 min	PG-13 - Teens 13 or older	131	26797	Toei Animation	1894	848	Action,Adventure,Comedy,Drama
38816	206	Hello World	https://myanimelist.net/anime/38816/Hello_World	09-2019	24378	7.8	Original	Unknown	None	114	1498	Graphinica	2938	851	Sci-Fi
570	207	Jin-Rou	https://myanimelist.net/anime/570/Jin-Rou	06-2000	106263	7.8	Manga	1 hr 42 min	R - 17+ (violence & profanity)	1176	49402	Production I.G	1068	853	Military,Police,Psychological,Drama,Romance
875	208	Mind Game	https://myanimelist.net/anime/875/Mind_Game	08-2004	52314	7.8	Manga	1 hr 44 min	R - 17+ (violence & profanity)	721	20738	Studio 4°C	1882	858	Adventure,Comedy,Dementia,Psychological,Romance
12117	209	Detective Conan Movie 16: The Eleventh Striker	https://myanimelist.net/anime/12117/Detective_Conan_Movie_16__The_Eleventh_Striker	04-2012	26299	7.79	Manga	1 hr 50 min	G - All Ages	25	15166	TMS Entertainment	2805	872	Adventure,Comedy,Mystery,Police,Shounen,Sports
10090	210	Koukaku Kidoutai: Stand Alone Complex - Solid State Society 3D	https://myanimelist.net/anime/10090/Koukaku_Kidoutai__Stand_Alone_Complex_-_Solid_State_Society_3D	03-2011	12064	7.79	Unknown	1 hr 48 min	R - 17+ (violence & profanity)	16	3320	Production I.G	4060	875	Military,Sci-Fi,Mystery,Police,Mecha,Seinen
1092	211	Mobile Suit Gundam III: Encounters in Space	https://myanimelist.net/anime/1092/Mobile_Suit_Gundam_III__Encounters_in_Space	03-1982	19200	7.79	Original	2 hr 20 min	PG-13 - Teens 13 or older	85	10870	Sunrise	3300	877	Action,Military,Sci-Fi,Adventure,Space,Drama,Mecha
38201	212	Osomatsu-san Movie	https://myanimelist.net/anime/38201/Osomatsu-san_Movie	03-2019	5714	7.79	Manga	1 hr 48 min	R - 17+ (violence & profanity)	29	1375	Studio Pierrot	5535	880	Comedy,Parody
21339	213	Psycho-Pass Movie	https://myanimelist.net/anime/21339/Psycho-Pass_Movie	01-2015	176176	7.79	Original	1 hr 53 min	R - 17+ (violence & profanity)	472	86829	Production I.G	633	881	Action,Military,Police,Sci-Fi
29829	214	Tamayura: Sotsugyou Shashin Part 2 - Hibiki	https://myanimelist.net/anime/29829/Tamayura__Sotsugyou_Shashin_Part_2_-_Hibiki	08-2015	6447	7.79	Original	52 min	G - All Ages	6	2036	TYO Animations	5263	886	Comedy,Drama,Slice of Life
2397	215	Digimon Adventure: Bokura no War Game!	https://myanimelist.net/anime/2397/Digimon_Adventure__Bokura_no_War_Game	03-2000	55049	7.78	Original	41 min	PG - Children	218	34251	Toei Animation	1817	893	Sci-Fi,Adventure,Comedy,Kids
16904	216	K: Missing Kings	https://myanimelist.net/anime/16904/K__Missing_Kings	07-2014	171789	7.78	Original	1 hr 13 min	PG-13 - Teens 13 or older	565	83304	GoHands	654	898	Action,Super Power,Supernatural
32871	217	Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou	https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou	12-2016	18085	7.78	Manga	1 hr 28 min	PG-13 - Teens 13 or older	28	5840	Production I.G	3409	900	Comedy,Sports,Shounen
8514	218	Break Blade 2: Ketsubetsu no Michi	https://myanimelist.net/anime/8514/Break_Blade_2__Ketsubetsu_no_Michi	06-2010	54614	7.77	Manga	51 min	R - 17+ (violence & profanity)	24	34235	Production I.G	1823	909	Action,Fantasy,Mecha,Military,Shounen
14735	219	Detective Conan Movie 17: Private Eye in the Distant Sea	https://myanimelist.net/anime/14735/Detective_Conan_Movie_17__Private_Eye_in_the_Distant_Sea	04-2013	23598	7.77	Manga	1 hr 50 min	G - All Ages	15	13047	TMS Entertainment	2986	910	Adventure,Comedy,Mystery,Police,Shounen
25015	220	Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen	https://myanimelist.net/anime/25015/Kyoukai_no_Kanata_Movie_1__Ill_Be_Here_-_Kako-hen	03-2015	90090	7.77	Light novel	1 hr 22 min	PG-13 - Teens 13 or older	207	41085	Kyoto Animation	1231	923	Action,Supernatural,Fantasy
37442	221	Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿	https://myanimelist.net/anime/37442/Psycho-Pass__Sinners_of_the_System_Case3_-_Onshuu_no_Kanata_ni＿＿	03-2019	33973	7.77	Original	1 hr 10 min	R - 17+ (violence & profanity)	47	8886	Production I.G	2435	926	Action,Sci-Fi,Police,Psychological
3603	222	JoJo no Kimyou na Bouken: Phantom Blood	https://myanimelist.net/anime/3603/JoJo_no_Kimyou_na_Bouken__Phantom_Blood	02-2007	27834	7.76	Manga	1 hr 30 min	R - 17+ (violence & profanity)	458	9092	APPP	2723	933	Action,Adventure,Horror,Shounen,Vampire
36702	223	Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou	https://myanimelist.net/anime/36702/Shingeki_no_Kyojin_Season_2_Movie__Kakusei_no_Houkou	01-2018	32867	7.76	Manga	2 hr	R - 17+ (violence & profanity)	62	5507	Wit Studio	2489	940	Action,Drama,Fantasy,Shounen,Super Power
28479	224	Detective Conan Movie 19: The Hellfire Sunflowers	https://myanimelist.net/anime/28479/Detective_Conan_Movie_19__The_Hellfire_Sunflowers	04-2015	20715	7.75	Manga	1 hr 52 min	PG-13 - Teens 13 or older	37	11615	TMS Entertainment	3180	945	Action,Mystery,Police,Shounen
34430	225	Detective Conan Movie 21: The Crimson Love Letter	https://myanimelist.net/anime/34430/Detective_Conan_Movie_21__The_Crimson_Love_Letter	04-2017	15264	7.75	Manga	1 hr 51 min	PG-13 - Teens 13 or older	44	7429	TMS Entertainment	3682	946	Action,Mystery,Historical,Police,Drama,Romance
1462	226	Memories	https://myanimelist.net/anime/1462/Memories	12-1995	64661	7.75	Manga	37 min per ep	PG-13 - Teens 13 or older	361	26135	Madhouse	1619	955	Drama,Horror,Psychological,Sci-Fi
37407	227	Penguin Highway	https://myanimelist.net/anime/37407/Penguin_Highway	08-2018	30336	7.75	Novel	1 hr 58 min	PG - Children	125	9527	Studio Colorido	2600	959	Fantasy,Sci-Fi
1961	228	Arashi no Yoru ni	https://myanimelist.net/anime/1961/Arashi_no_Yoru_ni	12-2005	17383	7.74	Book	1 hr 47 min	G - All Ages	182	8144	Group TAC	3479	968	Adventure,Comedy,Drama,Fantasy
10092	229	Break Blade 6: Doukoku no Toride	https://myanimelist.net/anime/10092/Break_Blade_6__Doukoku_no_Toride	03-2011	47786	7.74	Manga	52 min	R - 17+ (violence & profanity)	27	29290	Production I.G	2003	969	Action,Military,Fantasy,Mecha,Shounen
19115	230	Giovanni no Shima	https://myanimelist.net/anime/19115/Giovanni_no_Shima	02-2014	20854	7.74	Original	1 hr 42 min	PG-13 - Teens 13 or older	52	6839	Production I.G	3167	973	Drama,Historical
13117	231	Hakuouki Movie 1: Kyoto Ranbu	https://myanimelist.net/anime/13117/Hakuouki_Movie_1__Kyoto_Ranbu	08-2013	20626	7.74	Visual novel	1 hr 35 min	PG-13 - Teens 13 or older	80	6269	Studio Deen	3191	975	Action,Historical,Supernatural,Drama,Samurai,Josei
2175	232	Kino no Tabi: The Beautiful World - Byouki no Kuni - For You	https://myanimelist.net/anime/2175/Kino_no_Tabi__The_Beautiful_World_-_Byouki_no_Kuni_-_For_You	04-2007	36522	7.74	Light novel	28 min	R - 17+ (violence & profanity)	26	16944	Shaft	2339	979	Adventure,Drama,Fantasy
13667	233	Naruto: Shippuuden Movie 6 - Road to Ninja	https://myanimelist.net/anime/13667/Naruto__Shippuuden_Movie_6_-_Road_to_Ninja	07-2012	165630	7.74	Manga	1 hr 49 min	PG-13 - Teens 13 or older	294	99235	Studio Pierrot	683	981	Action,Adventure,Super Power,Martial Arts,Shounen
4921	234	Ramayana: The Legend of Prince Rama	https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama	03-1992	1537	7.74	Unknown	2 hr 15 min	G - All Ages	21	808	Nippon Ramayana Film Co.	8702	982	Adventure
1211	235	Macross Plus Movie Edition	https://myanimelist.net/anime/1211/Macross_Plus_Movie_Edition	10-1995	11948	7.73	Original	1 hr 55 min	PG-13 - Teens 13 or older	59	6070	Triangle Staff	4084	993	Action,Adventure,Mecha,Military,Romance,Sci-Fi,Space
34428	236	Overlord Movie 2: Shikkoku no Eiyuu	https://myanimelist.net/anime/34428/Overlord_Movie_2__Shikkoku_no_Eiyuu	03-2017	38527	7.73	Light novel	1 hr 33 min	R - 17+ (violence & profanity)	83	10743	Madhouse	2282	997	Action,Game,Supernatural,Magic,Fantasy
2594	237	Piano no Mori	https://myanimelist.net/anime/2594/Piano_no_Mori	07-2007	47943	7.73	Manga	1 hr 40 min	G - All Ages	118	18921	Madhouse	1998	998	Adventure,Music,Comedy,Drama,School,Seinen
11737	238	Ao no Exorcist Movie	https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie	12-2012	178782	7.72	Manga	1 hr 28 min	PG-13 - Teens 13 or older	373	94606	A-1 Pictures	621	1003	Action,Demons,Fantasy,Shounen,Supernatural
34439	239	Code Geass: Hangyaku no Lelouch II - Handou	https://myanimelist.net/anime/34439/Code_Geass__Hangyaku_no_Lelouch_II_-_Handou	02-2018	38671	7.72	Original	2 hr 12 min	R - 17+ (violence & profanity)	79	10029	Sunrise	2272	1006	Action,Mecha,Military,School,Sci-Fi,Super Power
21473	240	Persona 3 the Movie 2: Midsummer Knight's Dream	https://myanimelist.net/anime/21473/Persona_3_the_Movie_2__Midsummer_Knights_Dream	06-2014	52504	7.72	Game	1 hr 38 min	R - 17+ (violence & profanity)	156	26579	A-1 Pictures	1876	1016	Action,Supernatural,Fantasy
23777	241	Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa	https://myanimelist.net/anime/23777/Shingeki_no_Kyojin_Movie_2__Jiyuu_no_Tsubasa	06-2015	57371	7.72	Manga	2 hr	R - 17+ (violence & profanity)	120	19155	Wit Studio	1765	1022	Action,Super Power,Drama,Fantasy,Shounen
531	242	Bishoujo Senshi Sailor Moon R: The Movie	https://myanimelist.net/anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie	12-1993	45323	7.71	Manga	1 hr 1 min	PG-13 - Teens 13 or older	219	25993	Toei Animation	2066	1030	Drama,Magic,Romance,Shoujo
464	243	One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima	https://myanimelist.net/anime/464/One_Piece_Movie_6__Omatsuri_Danshaku_to_Himitsu_no_Shima	03-2005	56594	7.71	Manga	1 hr 31 min	PG-13 - Teens 13 or older	165	32813	Toei Animation	1782	1040	Adventure,Comedy,Fantasy,Shounen
9000	244	Toaru Hikuushi e no Tsuioku	https://myanimelist.net/anime/9000/Toaru_Hikuushi_e_no_Tsuioku	10-2011	46734	7.71	Light novel	1 hr 39 min	PG-13 - Teens 13 or older	162	19872	Madhouse	2028	1046	Adventure,Military,Romance
997	245	Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito	https://myanimelist.net/anime/997/Bishoujo_Senshi_Sailor_Moon_S__Kaguya-hime_no_Koibito	12-1994	38823	7.7	Manga	1 hr 1 min	PG-13 - Teens 13 or older	132	21484	Toei Animation	2266	1052	Adventure,Comedy,Drama,Magic,Romance,Fantasy,Shoujo
2313	246	Muumindani no Suisei	https://myanimelist.net/anime/2313/Muumindani_no_Suisei	08-1992	6680	7.7	Book	1 hr 12 min	G - All Ages	25	3443	Visual 80	5188	1064	Adventure,Comedy,Fantasy,Kids
6772	247	Break Blade 1: Kakusei no Toki	https://myanimelist.net/anime/6772/Break_Blade_1__Kakusei_no_Toki	05-2010	72858	7.69	Manga	51 min	R - 17+ (violence & profanity)	165	38807	Production I.G	1487	1070	Action,Fantasy,Mecha,Military,Shounen
32870	248	Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e	https://myanimelist.net/anime/32870/Kuroko_no_Basket_Movie_2__Winter_Cup_-_Namida_no_Saki_e	10-2016	16564	7.69	Manga	1 hr 27 min	PG-13 - Teens 13 or older	26	5418	Production I.G	3560	1082	Sports,School,Shounen
87	249	Mobile Suit Gundam: Char's Counterattack	https://myanimelist.net/anime/87/Mobile_Suit_Gundam__Chars_Counterattack	03-1988	29669	7.69	Novel	1 hr 59 min	PG-13 - Teens 13 or older	244	17018	Sunrise	2630	1084	Military,Sci-Fi,Space,Drama,Mecha
2499	250	Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu	https://myanimelist.net/anime/2499/Slam_Dunk__Hoero_Basketman-damashii_Hanamichi_to_Rukawa_no_Atsuki_Natsu	07-1995	10963	7.69	Unknown	40 min	PG-13 - Teens 13 or older	18	5390	Toei Animation	4220	1087	Comedy,Drama,School,Shounen,Slice of Life,Sports
